42,598 8th Rd,pending,151319,5,2,1509,33.4698345549,-112.0662378518
43,32 5th Trl,sold,293280,4,1,3382,33.571537224,-112.1897529285
44,138 Bush Way,sold,141253,4,3,2954,33.5897058207,-112.0300744035
45,68 Pine Dv,sold,120846,4,3,3957,33.3848292216,-112.0835091239
46,714 4th Vis,pending,279179,3,1,2809,33.3825080244,-112.3124059202
47,535 6th Ave,pending,220266,4,2,3590,33.4961846892,-112.2421928528
48,468 2nd Way,sold,290705,2,3,1927,33.3685073965,-112.3051938229
49,420 9th Ave,pending,219721,2,1,2581,33.4602946664,-112.090039022
50,749 Turk Vis,sold,253931,2,3,1324,33.551792725,-111.8973959824
51,715 Texas St,active,246227,3,3,2910,33.5712517547,-112.2025658013
52,405 6th Vis,pending,214894,2,3,3039,33.5294136432,-112.3211250801
53,175 8th Pl,pending,259600,2,3,3632,33.5476769582,-111.998412285
54,748 Mission Blvd,active,298927,3,3,3570,33.5778258923,-112.3108766474
55,187 Wall Wl,active,121049,3,1,3920,33.5210159303,-111.8823968265
56,309 1st Dv,active,285658,5,1,2796,33.382576035,-112.0203291006
57,453 Post Blvd,pending,158419,2,3,2452,33.4192936267,-111.92253932
58,343 Texas Trl,active,126048,5,3,3346,33.5223850287,-112.1090472031
59,552 Sutter Ave,active,165286,5,3,1351,33.5242101746,-112.1351089593
60,346 Geary Vis,sold,209676,2,1,1436,33.4775422721,-112.2421357194
61,302 Geary Dv,active,154622,3,3,3387,33.5662052977,-111.9636111249
62,331 Euclid Cir,sold,211172,5,3,2835,33.5470301387,-111.9781428201
63,365 Indiana Way,active,104488,5,2,1061,33.4622732543,-112.1898364065
64,538 Turk Way,active,222301,4,2,1793,33.4626360056,-112.0684547239
65,633 Blake Trl,sold,133379,4,3,2557,33.3831741858,-112.3098516872
66,16 7th Ave,sold,109985,4,3,3276,33.5018047832,-112.1231234954
67,674 Sutter St,pending,106264,4,3,1157,33.5475389642,-112.0831043461
68,223 5th St,active,275961,2,1,1374,33.4014674364,-112.3245408059
69,79 1st Way,sold,202974,3,1,3996,33.5287418643,-111.9279328987
70,271 4th Vis,active,106878,4,3,3491,33.4052369933,-112.1639182828
71,491 Euclid Pl,sold,225123,5,3,2976,33.4897648156,-111.9594672933
72,733 Euclid Trl,pending,250526,5,2,1091,33.5740263778,-112.324826705
73,313 6th Dv,sold,250005,5,3,2928,33.559718546,-112.17004369
74,453 California Trl,pending,157379,5,1,2723,33.3636503615,-111.8966799627
75,367 Wall Dv,sold,261112,3,2,3655,33.5099404984,-111.9937277946
76,412 Sutter Way,sold,282987,2,3,1233,33.4235997308,-111.9898265612
77,333 7th Ave,sold,240863,4,1,3461,33.5784765332,-112.2420558581
78,118 Pine Cir,pending,197138,3,3,3255,33.4122831082,-112.2942119882
79,352 Bush Vis,active,167658,5,2,2137,33.4600990637,-112.0859817404
80,627 Blake Wl,sold,298429,3,3,3901,33.5019119805,-111.8733694008
81,660 Indiana Pl,sold,140130,3,2,1377,33.569875464,-112.3247509626
82,45 Bush Blvd,sold,134823,2,1,3320,33.4400318982,-112.2507719885
83,391 Euclid Dv,sold,226564,4,1,3354,33.5671607843,-112.0735813714
84,98 5th Vis,sold,171040,2,3,3742,33.4333184872,-112.1149401007
85,566 Walnut Ave,pending,157020,2,2,3145,33.5687400349,-112.1581798297
86,691 Bush Rd,active,281062,4,2,2839,33.3649009027,-111.9530055309
87,527 Geary Dv,pending,164593,5,3,3027,33.5873634712,-111.9146411725
88,91 1st Vis,pending,155682,5,3,1939,33.5911862284,-111.895953179
89,477 3rd Ave,pending,165602,3,1,3879,33.4965055418,-112.2356670973
90,509 Euclid Rd,active,143501,2,3,2839,33.374318637,-111.9971547113
91,160 8th Rd,pending,190868,5,3,1753,33.4481052892,-112.3603282968
92,197 4th Dv,sold,160381,5,1,2834,33.5800910788,-112.1680006464
93,190 5th Blvd,pending,123523,3,3,3014,33.3727684631,-111.9223958599
94,533 9th Blvd,sold,145814,2,3,2840,33.3825967376,-112.3574205324
95,221 Sutter St,pending,176241,4,1,2491,33.5608879911,-112.3276189659
96,431 Euclid Vis,pending,123776,4,2,3794,33.3779447928,-111.8766961108
97,697 Post Blvd,pending,134839,3,1,3694,33.5865906516,-112.0000945693
98,159 1st Blvd,active,129860,5,2,2077,33.4182571717,-112.3501388482
99,537 1st Vis,active,255446,3,2,2955,33.4025343815,-111.935395376
100,498 Wall Rd,sold,236091,4,3,1096,33.4825335122,-112.2892544217
101,193 Post Trl,active,115507,2,2,2704,33.3674658777,-111.8809719741
102,507 California Dv,sold,117966,5,2,1538,33.3793773216,-112.2014671439
103,336 Euclid Rd,pending,182657,4,3,2762,33.4206840101,-111.8958758878
104,658 Wall Cir,pending,189606,5,1,3482,33.5595519049,-111.9417182945
105,394 7th Blvd,sold,111413,4,2,2556,33.5170623397,-111.9705569144
106,262 Bush Blvd,active,245249,4,1,2215,33.5200562507,-112.1012758541
107,150 Blake Trl,active,142004,5,1,3435,33.4746354556,-112.0431685436
108,766 Page Wl,sold,152609,5,3,1734,33.51527161,-112.027917138
109,88 1st Ave,active,136199,2,1,2772,33.5286206935,-111.9589634023
110,678 Walnut St,pending,113804,2,1,3085,33.5066115802,-112.2895371546
111,356 9th Ave,sold,124761,2,2,3422,33.3788570897,-112.2015517819
112,640 Geary Blvd,pending,147754,4,2,3842,33.4873710861,-112.0619240115
113,329 Walnut Trl,pending,149247,5,2,2455,33.4179975157,-112.1157339803
114,747 Indiana Dv,pending,112579,5,2,3858,33.4818184073,-112.0942178801
115,308 Mission Rd,sold,133095,4,3,2810,33.4101438361,-111.9131009348
116,227 8th Wl,pending,200878,4,2,2520,33.4504104441,-111.903587956
117,279 Wall Wl,active,159411,3,2,3299,33.3761423894,-112.245732765
118,301 Post Cir,pending,107737,4,3,3898,33.483617932,-111.8843596751
119,247 Geary Cir,sold,226018,5,1,2153,33.3740482818,-112.1379959567
120,156 Wall Trl,sold,121252,4,2,2846,33.5738948428,-112.296030558
121,381 Euclid Rd,active,130393,3,2,1986,33.4632816665,-112.1074057903
122,72 Franklin Cir,sold,130404,3,2,3156,33.4759308171,-112.0691217035
123,59 8th Cir,pending,211737,2,1,2568,33.3636561592,-112.333846505
124,627 Post Blvd,active,170895,5,1,2686,33.4880049073,-112.1360936288
125,415 Texas Ave,sold,188369,5,3,2616,33.5238005102,-111.8778840145
126,520 Franklin Blvd,pending,255437,3,2,1990,33.3657717666,-111.9834003165
127,568 1st Pl,sold,184126,3,2,2970,33.3699224637,-111.9849471871
128,440 1st Vis,active,273860,5,2,1237,33.4537653219,-112.0360423856
129,344 California Wl,sold,161779,2,2,3418,33.4907849719,-112.0187036019
130,573 2nd Trl,sold,201939,3,3,1643,33.4715156559,-112.1178213935
131,116 Geary Ave,active,217635,5,1,3343,33.4181042098,-111.9260434182
132,282 1st Vis,active,205733,5,1,2309,33.5145836648,-112.1271040259
133,68 4th Vis,pending,154606,4,2,2974,33.4828455681,-112.0433760207
134,20 Geary Dv,active,103164,5,1,3882,33.517481355,-111.9042445839
135,535 Mission Ave,sold,287122,4,1,1355,33.5370494777,-112.3420210449
136,792 3rd St,sold,111213,4,1,3890,33.5370746275,-112.3580393245
137,645 Wall St,sold,239447,4,2,3466,33.5560641306,-112.2519819948
138,772 Bush Pl,pending,273207,2,2,2708,33.5884060282,-112.2668317544
139,32 Texas Vis,sold,201423,5,2,1987,33.4907755458,-111.9298169644
140,490 Post Blvd,pending,158228,3,3,2943,33.5757286994,-112.3101322531
141,795 8th St,pending,197944,4,3,1042,33.4277888332,-112.2957967588
142,387 Sutter Wl,pending,227560,5,3,2943,33.5482526727,-111.9845716923
143,23 4th Rd,sold,193870,2,2,2456,33.5105055842,-112.3387659535
144,435 Sutter Vis,active,138683,3,2,1540,33.4156050187,-111.9386165532
145,756 3rd St,pending,190809,3,2,2610,33.5580936045,-112.1419514516
146,87 9th Way,pending,240698,4,1,1808,33.5796123001,-112.0318241259
147,278 5th Vis,pending,261738,3,1,1613,33.4334801143,-112.1409855587
148,516 Sutter Blvd,sold,263527,2,1,2772,33.4325562294,-112.0904431762
149,287 9th Rd,pending,209731,4,1,3581,33.5014569028,-112.0521399037
150,599 Wall Vis,active,225617,4,2,1828,33.4348202316,-112.2875940003
151,791 Mission Blvd,sold,100870,3,3,3520,33.5743857913,-112.1969185769
152,330 Texas Pl,sold,112173,5,2,2948,33.4196443517,-111.9605641514
153,489 Franklin Vis,pending,153772,4,2,3154,33.4202910911,-111.9692566199
154,477 2nd Vis,active,202191,5,2,1228,33.5126963237,-112.2418397168
155,324 6th Way,pending,133146,3,2,2740,33.4606644041,-111.8729767217
156,518 Franklin Vis,pending,120532,4,1,3910,33.4969758588,-112.3039320099
157,729 Sutter Dv,sold,297369,3,3,3290,33.4697777727,-111.8902422591
158,546 Texas St,sold,131573,3,3,2322,33.477474535,-112.2751787611
159,301 Pine Rd,active,167529,5,1,2051,33.5664418115,-111.955785452
160,473 Page Blvd,active,214632,2,2,2772,33.3823435772,-112.2090802649
161,720 Blake Blvd,sold,219028,2,1,2260,33.4610219999,-112.147595484
162,228 Blake Way,active,288598,3,1,2743,33.5905998945,-112.1841453661
163,219 6th Rd,active,111873,3,2,1016,33.4244540549,-112.2971485671
164,520 Walnut Blvd,active,297787,3,1,3836,33.442676438,-111.8908345768
165,610 Wall Vis,pending,292647,2,2,1139,33.4408896178,-112.1836039789
166,367 8th Pl,pending,285610,4,2,2348,33.4116425419,-111.884740178
167,345 Wall Blvd,pending,168475,4,3,3958,33.5286294822,-112.0185978665
168,686 Sutter Rd,active,241985,4,3,2491,33.4663679844,-112.2525100474
169,316 Pine Trl,sold,226777,2,2,3618,33.5502432402,-111.9264017759
170,20 Sutter Way,pending,173900,2,2,3573,33.4420766394,-112.1205155335
171,97 4th Trl,sold,177554,4,3,3606,33.386960874,-112.0698054977
172,612 Franklin Ave,pending,164113,4,1,1637,33.3667591151,-112.2289098214
173,479 5th St,active,194164,4,1,1947,33.4538432369,-112.0489266212
174,140 4th Pl,active,251858,2,2,3258,33.4304878016,-112.1812349961
175,310 Euclid Wl,active,108681,5,2,1374,33.5399740361,-112.1115392716
176,697 Page Pl,pending,274550,2,3,1331,33.5787819186,-112.0793802934
177,111 Walnut Vis,active,111979,2,3,3370,33.54599056,-111.8936696056
178,482 Franklin Rd,sold,253193,3,3,1485,33.4663406347,-112.2641059204
179,713 Indiana Cir,active,267604,5,3,1279,33.450559724,-111.9390275576
180,757 Page St,sold,255224,2,3,3654,33.5599508746,-112.3019372873
181,362 6th Wl,active,215108,3,3,2293,33.47928069,-112.0508649004
182,656 Wall Rd,active,272180,2,2,2100,33.563469854,-112.3354932099
183,557 Indiana Blvd,active,124217,4,3,3108,33.4288789855,-112.0757773939
184,689 9th Ave,sold,252891,2,1,1737,33.4151011534,-112.1581577467
185,299 Post Trl,active,128866,2,1,3070,33.4885935945,-112.3343771438
186,722 Geary Wl,pending,105376,2,2,3504,33.4846305853,-112.0035043717
187,657 California Way,pending,266078,3,1,3867,33.5396259216,-112.1006787699
188,542 Page Vis,sold,260550,2,3,3296,33.4327498782,-112.2355887634
189,518 1st Vis,pending,128241,4,2,3860,33.4454320693,-112.2576186814
190,78 Walnut Trl,active,297135,5,1,1531,33.4137765727,-112.2347107722
191,419 Wall Ave,active,200806,3,1,1433,33.5089487952,-112.3017284654
192,622 Franklin Trl,active,249789,2,2,3805,33.3874838293,-111.9949320008
193,706 Indiana Cir,active,108343,4,3,1981,33.4590240961,-111.880192158
194,550 8th Trl,active,177067,4,1,2575,33.4356239743,-112.0492153129
195,666 1st Blvd,active,271252,5,1,1585,33.4789335228,-112.1218579334
196,283 Bush Dv,pending,292556,3,2,3401,33.5062732032,-112.2629660143
197,751 Post Blvd,sold,171197,5,3,3072,33.5297840296,-112.2049136294
198,24 Franklin Cir,pending,161177,4,1,3100,33.376581257,-112.1139911304
199,538 Wall Trl,pending,214099,2,1,1599,33.5671347893,-112.3451227313
200,332 Sutter Ave,sold,215619,5,2,3464,33.3652664949,-112.316419632
201,798 Bush Wl,active,244235,3,1,2293,33.386317059,-112.3180652592
202,764 Euclid Ave,pending,111423,4,2,2999,33.3799118814,-111.9078710582
203,222 Pine Way,pending,149793,5,3,2811,33.4889201032,-112.1600286458
204,607 Pine Pl,sold,133128,3,2,1467,33.4249360121,-111.8803002221
205,513 Indiana Ave,sold,238709,2,3,2000,33.3921571076,-112.2394738986
206,715 Post Blvd,active,279288,5,2,1459,33.5639585281,-112.2720317837
207,246 1st Ave,active,160302,4,3,1666,33.3802451689,-111.9419660637
208,759 Pine Cir,active,280464,3,1,1961,33.5784483011,-112.1644924259
209,50 Bush Way,active,199318,4,2,3618,33.3763750684,-112.0599660359
210,634 Pine Pl,active,121187,2,3,3433,33.4793648984,-112.2515022044
211,663 Mission Rd,sold,282671,5,2,1876,33.4491190294,-112.0806645739
212,616 9th Cir,sold,131863,4,2,3516,33.4000482307,-112.2031743097
213,217 Franklin Way,active,242900,5,2,2046,33.4499920565,-112.2828882155
214,243 Bush Pl,sold,101303,4,2,1803,33.4669359718,-112.0866449854
215,280 Turk Blvd,pending,243946,3,1,1815,33.5425072442,-112.1204112574
216,366 7th Rd,active,143236,5,2,1584,33.5669837813,-112.0212507273
217,638 6th Wl,active,205646,3,1,2955,33.3771452091,-112.3140092319
218,525 Bush Pl,pending,100409,4,2,2651,33.5434905958,-112.2158173056
219,423 3rd Way,active,210611,5,3,3446,33.4477896209,-112.0772864261
220,386 9th Vis,pending,131931,4,2,1244,33.5106578958,-112.232177376
221,772 Euclid Vis,pending,217261,2,2,2663,33.381839878,-112.3221049609
222,222 6th Blvd,pending,267285,5,1,1626,33.4454894658,-112.0586896916
223,449 Page Pl,sold,183723,3,1,1652,33.5791542863,-112.2548877773
224,798 4th Rd,active,153551,5,2,2900,33.3721336076,-112.0018235401
225,317 6th Way,active,263883,3,2,3216,33.5425762773,-112.2150887961
226,586 1st St,active,183648,2,1,2397,33.3918492294,-112.1072498965
227,446 Wall Vis,active,174339,3,2,2407,33.5088126226,-112.2622060481
228,446 7th Dv,active,145341,2,2,3058,33.386157423,-112.1501795431
229,237 Franklin Blvd,sold,162975,5,2,1273,33.4124925251,-111.885067618
230,452 Wall Way,active,218974,2,3,1931,33.5344131769,-112.1652629615
231,203 6th Cir,pending,185442,2,1,3793,33.4982355805,-112.0619818995
232,13 6th Cir,pending,265834,4,2,1459,33.5022764699,-112.1445777044
233,753 7th Ave,sold,106052,5,1,3340,33.4849491271,-112.1934111493
234,719 Mission Ave,sold,239290,5,1,3698,33.4718708903,-112.0959047299
235,678 Page Cir,active,173783,3,3,1530,33.4575758639,-112.2277772855
236,533 8th Trl,pending,271405,2,3,1395,33.5894011819,-112.0500576966
237,204 Bush Ave,active,285586,4,2,1005,33.4867857574,-112.2021140357
238,569 Texas Wl,active,113396,3,2,3434,33.4667672027,-112.1534840406
239,207 Sutter Trl,sold,237667,2,1,2397,33.4289950108,-111.9001402572
240,219 Sutter Blvd,pending,233364,5,1,3417,33.5695008448,-111.9487254488
241,602 Texas Way,sold,204942,5,2,1205,33.3650396617,-112.0563146718
242,332 6th Pl,sold,108827,4,1,2030,33.4030172983,-111.9546888573
243,91 2nd Pl,sold,273984,4,2,2497,33.5241057218,-112.0189816433
244,50 6th Cir,pending,157030,3,3,1363,33.5006419974,-112.295595884
245,507 1st Blvd,active,210091,4,3,2140,33.5198611536,-112.3102662608
246,735 2nd Ave,pending,156832,5,3,1507,33.4620526829,-112.008977985
247,534 Geary Blvd,pending,209458,4,1,2427,33.40926828,-112.3422961558
248,97 Geary Rd,sold,284116,5,3,3412,33.5847857393,-112.1403139987
249,399 5th Pl,pending,286411,4,2,1198,33.4825622354,-111.9090553966
250,657 5th Vis,pending,197464,2,1,3069,33.4368067023,-112.1326967234
251,630 Wall Vis,active,295283,4,3,2426,33.5014295456,-112.0399534694
252,22 Page Ave,active,204487,4,1,1883,33.4570669995,-112.2796330316
253,567 Indiana Cir,active,103498,5,3,3338,33.5375696256,-112.2887010397
254,104 2nd Ave,pending,144675,3,1,1374,33.4051930574,-112.350843505
255,336 Texas Trl,active,173196,4,1,1794,33.5616586046,-112.3413908312
256,494 Turk Dv,pending,285035,5,1,3295,33.4266547908,-112.1284551224
257,389 Walnut Ave,active,140008,5,2,1977,33.424481284,-111.9579687938
258,183 Sutter Pl,pending,104631,3,1,2155,33.4374475653,-112.3171452843
259,573 5th Blvd,active,152367,5,3,2895,33.4169135694,-111.9163157047
260,497 Turk Ave,pending,269121,2,2,2898,33.3677844948,-112.2965893061
261,663 Euclid Rd,active,209111,2,2,1522,33.481230447,-112.0499494637
262,699 2nd Dv,active,293866,2,2,3371,33.5742187386,-112.2195830576
263,266 Post Ave,pending,159048,4,3,3350,33.5794748489,-112.0211588337
264,650 2nd Pl,sold,144257,2,1,3661,33.5464012886,-112.0784743762
265,110 Euclid St,active,183073,4,2,3568,33.4503441321,-112.0521935694
266,145 Texas St,sold,246428,4,3,1700,33.3717132938,-112.0264299347
267,252 Mission St,active,236465,2,3,2547,33.4621476312,-112.220720588
268,666 Post Trl,sold,127439,5,2,1894,33.4148837859,-112.3307287112
269,731 Page Blvd,pending,278154,3,1,3807,33.4617223613,-112.2994208217
270,281 Geary Vis,active,249791,3,3,2140,33.3748050691,-112.0989796422
271,391 Wall Wl,pending,233199,4,3,2815,33.4030114616,-111.8826360962
272,623 Blake St,active,160855,3,3,2306,33.50275595,-112.2456093514
273,652 Texas Way,pending,136981,3,3,1715,33.5913357324,-112.0520385443
274,746 Texas St,pending,209883,3,3,3062,33.583238778,-112.1265275021
275,21 Bush Way,pending,209467,4,1,1398,33.5025663524,-112.055679129
276,561 Blake Way,active,111414,2,3,2717,33.5429505803,-112.0963025444
277,667 9th Ave,sold,147888,2,2,2390,33.4289824837,-111.9294830045
278,460 Page Vis,sold,119294,5,3,3047,33.4474661739,-112.0532102775
279,359 California Dv,sold,272462,4,2,3400,33.5169841568,-112.1597351471
280,15 4th Wl,active,264710,4,2,2837,33.4256570143,-112.099327156
281,482 9th Vis,active,233439,5,3,3712,33.4922844139,-112.015066908
282,150 Wall Trl,sold,232274,5,3,2010,33.3708604903,-112.1157061655
283,570 Walnut Ave,sold,180322,4,1,3888,33.5103801792,-112.011015824
284,371 8th Wl,active,143505,4,1,1831,33.516596685,-111.8945507419
285,238 3rd Way,sold,184775,3,3,2158,33.4370286189,-112.0648816777
286,34 Page Wl,pending,122141,5,1,2314,33.5588273022,-112.1460980247
287,358 2nd Rd,sold,112542,2,3,1500,33.4401817731,-112.149845823
288,514 Texas Wl,active,231606,3,3,1935,33.5563821715,-112.1151745896
289,50 4th Pl,active,188966,5,1,3037,33.5674714372,-111.9518891848
290,427 5th St,active,159290,2,1,1268,33.4403584255,-111.9579517559
291,205 Euclid Rd,active,292356,4,2,3197,33.5286819033,-112.2958857514
292,254 5th Pl,pending,201822,4,2,3447,33.4374047507,-112.2547459096
293,149 Sutter St,active,231912,3,3,2072,33.4181231586,-112.3473599035
294,87 Bush Vis,active,205265,4,2,1681,33.4476894106,-112.2379744307
295,167 Post Pl,active,101951,4,2,2005,33.4605503841,-112.342452273
296,44 4th Trl,sold,240590,5,1,1247,33.3893738163,-112.217917733
297,293 Texas Dv,pending,258321,5,1,2127,33.5662510333,-112.2868015107
298,727 4th Way,active,288421,2,1,1146,33.5409943039,-112.0560081765
299,525 California Trl,sold,164375,4,3,3092,33.4155697324,-111.9880554287
300,633 Page Pl,sold,208981,5,3,3347,33.5683040939,-112.1646848298
301,419 Blake Wl,active,208397,2,1,1412,33.57455058,-112.0292819493
302,593 Wall Blvd,sold,160509,5,2,3891,33.4641551812,-112.0906634354
303,36 Indiana Cir,pending,147463,5,2,3163,33.5868296724,-112.1595653451
304,773 California Vis,pending,210516,5,2,2693,33.4438543126,-112.023558187
305,316 Bush St,active,216763,3,1,1705,33.3842212776,-112.0062750707
306,391 Blake St,pending,241210,2,3,2296,33.4465744113,-112.048998713
307,261 Sutter Dv,active,293446,4,3,2176,33.4357458577,-112.0437416895
308,36 Walnut St,sold,192871,3,2,1353,33.3788922216,-112.025055482
309,407 3rd St,pending,255740,2,1,2626,33.427854704,-111.9663559393
310,734 Turk Cir,sold,147316,5,1,3025,33.573388971,-112.0759675809
311,302 3rd Wl,pending,193756,3,2,3186,33.5083614946,-111.9344677545
312,79 Pine Wl,sold,151451,4,2,2180,33.5074662237,-112.2119673593
313,229 Blake Pl,pending,253031,2,3,3991,33.4966460395,-112.2882970443
314,436 Bush St,sold,165128,2,3,3394,33.4260967519,-112.306415258
315,135 2nd Rd,sold,121542,4,1,2931,33.4405505754,-111.9464892184
316,630 Franklin Way,active,168984,3,1,1465,33.4668641638,-111.9095525404
317,78 Post Trl,sold,272628,2,2,1800,33.5759278294,-111.994379055
318,657 5th St,pending,244598,3,1,3552,33.3721044076,-111.9037334771
319,386 Wall Way,active,245399,3,1,3618,33.3925401109,-111.8917982019
320,160 9th Trl,sold,284771,5,3,1352,33.5383051176,-111.8816950172
321,211 Blake St,sold,274430,2,3,2174,33.586560086,-112.2353568643
322,593 Blake Pl,sold,144033,5,1,3272,33.4755099523,-112.1393403166
323,782 California Way,active,272088,5,1,1201,33.4522423214,-112.3474873911
324,228 Pine Dv,sold,273222,5,3,1877,33.5496609555,-112.24442329
325,59 California Trl,pending,151029,5,3,2847,33.5472467292,-112.0705135982
326,129 Page Pl,sold,244207,3,1,3869,33.5429746992,-112.2603753645
327,726 Geary Cir,active,107871,5,3,2395,33.5317602479,-112.1243647748
328,191 1st Vis,pending,145570,4,3,2500,33.4091833215,-112.1067878804
329,387 Franklin Cir,pending,166045,4,2,1869,33.5204903026,-112.1575029756
330,87 Walnut Ave,sold,299308,5,2,1564,33.5829004258,-112.3611490006
331,761 9th Rd,pending,144337,3,1,3826,33.4526146323,-112.2505045734
332,35 Texas Pl,active,280899,2,2,3724,33.4399920278,-112.117401607
333,639 7th Cir,pending,210000,2,3,3275,33.5659456552,-112.3607722438
334,725 1st Vis,sold,203508,3,1,2881,33.4672843677,-112.1432708625
335,784 Post Wl,pending,135108,5,1,3372,33.5254253296,-111.8932040153
336,704 1st Trl,pending,213663,3,2,3116,33.5744115039,-112.0868256129
337,80 1st Way,active,283112,2,3,2141,33.5510528093,-111.9200974611
338,527 Post Pl,pending,282536,2,2,1844,33.371780943,-112.1820107239
339,382 Page Trl,sold,270923,4,3,1813,33.5728636167,-112.2961656515
340,177 5th Pl,pending,276520,5,2,2465,33.4496441999,-112.0827522996
341,573 3rd Pl,sold,119662,3,3,3558,33.4189499635,-112.2140149564
342,723 9th Blvd,pending,229386,5,2,3709,33.4209002609,-112.3342040273
343,305 Post Vis,sold,282913,2,2,3482,33.4273707163,-112.3481710892
344,753 Geary Cir,active,245355,4,3,3067,33.3756645679,-112.3531233766
345,403 Euclid Ave,pending,284286,3,2,2240,33.5303110143,-112.1209550892
346,599 Sutter Trl,active,238392,3,3,1275,33.4343235032,-112.3276314003
347,390 Geary Rd,active,184195,4,2,3542,33.3730837027,-111.8909325117
348,15 1st Trl,pending,127633,2,1,2639,33.3640103789,-112.0698040391
349,607 3rd Wl,pending,248874,4,3,1050,33.4896080861,-112.1824124331
350,179 2nd Cir,pending,232129,4,1,1165,33.502625068,-112.3270623377
351,185 4th Way,pending,276532,5,3,1159,33.4427364206,-111.9355830429
352,519 Turk Rd,sold,144998,3,1,2403,33.5889557519,-112.1173780897
353,230 Bush Blvd,active,146371,5,2,3116,33.4397548628,-112.0068756495
354,436 4th Way,sold,163661,3,1,2944,33.4738574975,-112.0665044914
355,779 2nd Pl,sold,291381,2,1,1513,33.4717191804,-112.187735615
356,28 4th Pl,sold,264943,4,1,2922,33.4173344554,-111.9577807839
357,33 9th Wl,active,150190,3,2,2717,33.385279547,-111.9031205452
358,697 Post Blvd,pending,196024,2,2,1702,33.5164248399,-111.899331038
359,771 Post Rd,sold,297214,4,3,2255,33.4326884776,-112.0318916521
360,519 7th Pl,active,272258,2,1,2178,33.5698083493,-112.105566566
361,519 Walnut Pl,active,278533,3,3,1745,33.5541918677,-112.0983762001
362,383 1st Dv,sold,124587,2,2,1537,33.42821765,-112.1479881286
363,152 Geary Vis,sold,248617,3,3,1261,33.4850583281,-112.2019680281
364,36 Turk Ave,sold,280765,2,2,2616,33.3762264486,-111.9209186793
365,123 Page Cir,pending,212937,2,1,3010,33.5448934915,-112.1562062562
366,133 9th Wl,pending,296395,3,3,3128,33.5315292293,-112.0380862966
367,153 1st Vis,pending,295971,2,3,1727,33.3695372635,-111.8863068849
